,masterIncidentNumber,responseDate,reason,problem,callDisposition,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,x,y,policePrecinct,neighborhood,lastUpdateDate
100116,18-345294,2018/10/14 00:25:33+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.9618048,-93.28673916,-10384632.3,5615510.437,5,Whittier,2018/10/14 08:20:36+00
100117,18-345295,2018/10/14 00:25:43+00,Moving Violation,Traffic Law Enforcement (P),AOK- All OK,NO,NO,NO,Unknown,Black,Male,45.03337524,-93.30533778,-10386702.69,5626777.267,4,Webber - Camden,2018/10/14 08:20:37+00
100118,18-345303,2018/10/14 00:32:54+00,,Suspicious Person (P),TAG-Tagged,,,,,,,44.98083264,-93.27195951,-10382987.04,5618504.482,1,Downtown West,2018/10/14 08:20:36+00
100119,18-345309,2018/10/14 00:36:42+00,,Traffic Law Enforcement (P),,,,,,,,45.03441922,-93.30854497,-10387059.71,5626941.717,4,Victory,2018/10/14 08:20:36+00
100120,18-345324,2018/10/14 00:50:06+00,Citizen / 9-1-1,Suspicious Person (P),AOK- All OK,NO,NO,NO,Unknown,White,Female,44.96872977,-93.30369667,-10386520,5616599.97,5,Lowry Hill,2018/10/14 08:20:34+00
100121,18-345329,2018/10/14 00:57:09+00,,Suspicious Person (P),SNT-Sent,,,,,,,44.97996756,-93.27316614,-10383121.36,5618368.34,1,Downtown West,2018/10/14 08:20:36+00
100122,18-345331,2018/10/14 00:59:20+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.98027522,-93.24326654,-10379792.95,5618416.757,2,Marcy Holmes,2018/10/14 08:20:35+00
100123,18-345341,2018/10/14 01:09:26+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.00595,-93.29559,-10385618.1,5622458.871,4,Jordan,2018/10/14 08:20:36+00
100124,18-345342,2018/10/14 01:10:58+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.99633,-93.30444,-10386603.06,5620944.185,4,Willard - Hay,2018/10/14 08:20:36+00
100125,18-345345,2018/10/14 01:13:19+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.97059597,-93.24981203,-10380521.59,5616893.61,1,Cedar Riverside,2018/10/14 08:20:35+00
100126,18-345348,2018/10/14 01:15:37+00,Citizen / 9-1-1,Suspicious Person (P),DTX-Detox,NO,YES,NO,White,White,Male,44.94748459,-93.28810737,-10384784.61,5613257.795,5,Lyndale,2018/10/14 08:20:36+00
100127,18-345350,2018/10/14 01:18:13+00,Citizen / 9-1-1,Suspicious Vehicle (P),SNT-Sent,NO,NO,NO,Unknown,Other,Male,44.9399085,-93.30218482,-10386351.7,5612066.265,5,ECCO,2018/10/14 08:20:35+00
100128,18-345351,2018/10/14 01:18:51+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,45.00597,-93.29807,-10385893.85,5622461.657,4,Jordan,2018/10/14 08:20:36+00
100129,18-345352,2018/10/14 01:19:19+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.98964426,-93.2262548,-10377899.21,5619891.335,2,Como,2018/10/14 08:20:37+00
100130,18-345354,2018/10/14 01:20:21+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.96771406,-93.25680309,-10381299.83,5616440.156,1,Elliot Park,2018/10/14 08:20:36+00
100131,18-345359,2018/10/14 01:22:58+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.9776096,-93.27644748,-10383486.64,5617997.265,1,Downtown West,2018/10/14 08:20:37+00
100132,18-345395,2018/10/14 01:55:26+00,Citizen / 9-1-1,Suspicious Vehicle (P),RPT-Report,YES,NO,NO,Unknown,Unknown,Unknown,44.98889,-93.27858,-10383724.54,5619773.029,1,North Loop,2018/10/14 08:20:36+00
100133,18-345415,2018/10/14 02:12:33+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.96811948,-93.2484969,-10380375.19,5616503.946,1,Cedar Riverside,2018/10/14 08:20:37+00
100134,18-345428,2018/10/14 02:28:28+00,Equipment Violation,Traffic Law Enforcement (P),RPT-Report,NO,YES,YES,Unknown,Black,Male,44.94875772,-93.29446415,-10385492.24,5613458.043,5,Lowry Hill East,2018/10/14 08:20:37+00
100135,18-345438,2018/10/14 02:38:13+00,,Suspicious Person (P),INF-Information,,,,,,,44.94745164,-93.25884673,-10381527.33,5613252.612,3,Powderhorn Park,2018/10/14 08:20:35+00
100136,18-345473,2018/10/14 03:31:28+00,Equipment Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Male,44.89561,-93.28067,-10383956.57,5605101.772,5,Windom,2018/10/14 08:20:36+00
100137,18-345486,2018/10/14 04:09:01+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,Unknown,Unknown,Unknown,45.00119234,-93.30089701,-10386208.35,5621709.198,4,Jordan,2018/10/14 08:20:37+00
100138,18-345487,2018/10/14 04:10:57+00,Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,NO,NO,Unknown,White,Male,44.94041962,-93.29582194,-10385643.39,5612146.646,5,CARAG,2018/10/14 08:20:36+00
100139,18-345494,2018/10/14 04:30:33+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Unknown,44.91121387,-93.25885029,-10381527.73,5607554.74,3,Hale,2018/10/14 08:20:35+00
100140,18-345497,2018/10/14 04:43:13+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,45.00926961,-93.26310961,-10382001.87,5622980.915,2,Holland,2018/10/14 08:20:35+00
100141,18-345503,2018/10/14 05:22:28+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.96272,-93.29946,-10386048.61,5615654.819,5,Lowry Hill,2018/10/14 08:20:36+00
100142,18-345524,2018/10/14 06:41:09+00,Citizen / 9-1-1,Suspicious Person (P),AQT-All Quiet,NO,NO,NO,Unknown,Unknown,Unknown,44.99241664,-93.3095045,-10387166.53,5620327.72,4,Willard - Hay,2018/10/15 08:20:34+00
100143,18-345536,2018/10/14 07:24:04+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,44.91049,-93.28827,-10384802.24,5607441.71,5,Lynnhurst,2018/10/15 08:20:36+00
100144,18-345541,2018/10/14 07:40:37+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,White,Unknown,Male,44.93955,-93.2296,-10378271.68,5612010.044,3,Howe,2018/10/15 08:20:36+00
100145,18-345603,2018/10/14 11:03:34+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Male,44.96332371,-93.26510627,-10382224.14,5615749.401,3,Ventura Village,2018/10/15 08:20:35+00
100146,18-345647,2018/10/14 12:27:07+00,Citizen / 9-1-1,Suspicious Vehicle (P),SNT-Sent,NO,NO,NO,Unknown,White,Male,44.93043728,-93.28890177,-10384873.04,5610576.9,5,East Harriet,2018/10/15 08:20:35+00
100147,18-345653,2018/10/14 12:47:02+00,Citizen / 9-1-1,Suspicious Person (P),INF-Information,NO,NO,NO,Black,Black,Male,44.93502074,-93.27791176,-10383649.64,5611297.625,5,King Field,2018/10/15 08:20:34+00
100148,18-345672,2018/10/14 13:20:22+00,Citizen / 9-1-1,Suspicious Person (P),NOS-No Service,NO,NO,NO,Black,Unknown,Male,44.97606037,-93.27488495,-10383312.7,5617753.468,1,Downtown West,2018/10/15 08:20:35+00
100149,18-345678,2018/10/14 13:32:35+00,Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,NO,NO,Black,Black,Male,44.99467814,-93.29942537,-10386044.52,5620683.708,4,Near - North,2018/10/15 08:20:35+00
100150,18-345688,2018/10/14 13:52:12+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,45.00528,-93.26463,-10382170.78,5622352.051,2,Sheridan,2018/10/15 08:20:36+00
100151,18-345718,2018/10/14 14:53:15+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,White,Unknown,Male,44.92780811,-93.23720567,-10379118.26,5610163.501,3,Standish,2018/10/15 08:20:35+00
100152,18-345726,2018/10/14 15:05:06+00,Citizen / 9-1-1,Suspicious Vehicle (P),INF-Information,NO,NO,NO,Unknown,Black,Male,44.94835479,-93.27348353,-10383156.69,5613394.665,3,Phillips West,2018/10/15 08:20:33+00
100153,18-345752,2018/10/14 15:56:14+00,Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,White,White,Male,44.94836,-93.27792,-10383651.08,5613394.929,5,Lyndale,2018/10/15 08:20:36+00
100154,18-345761,2018/10/14 16:06:39+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,East African,Unknown,Male,44.96273,-93.25482,-10381079.6,5615655.752,3,Ventura Village,2018/10/15 08:20:36+00
100155,18-345763,2018/10/14 16:12:59+00,Citizen / 9-1-1,Suspicious Person (P),NOS-No Service,NO,NO,NO,Unknown,Unknown,Unknown,44.94835183,-93.26839478,-10382590.21,5613394.2,3,Central,2018/10/15 08:20:34+00
100156,18-345775,2018/10/14 16:27:51+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.93142259,-93.25365478,-10380949.36,5610731.83,3,Bancroft,2018/10/15 08:20:35+00
100157,18-345790,2018/10/14 16:49:56+00,,Suspicious Person (P),ADV-Advised,,,,,,,44.99914,-93.28799,-10384771.51,5621385.814,4,Hawthorne,2018/10/15 08:20:36+00
100158,18-345791,2018/10/14 16:50:06+00,Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,NO,NO,Black,Black,Male,44.97324,-93.26055,-10381716.95,5617309.089,1,Elliot Park,2018/10/15 08:20:36+00
100159,18-345808,2018/10/14 17:19:11+00,Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,White,White,Male,45.03617778,-93.28796989,-10384769.31,5627218.737,4,Lind - Bohanon,2018/10/15 08:20:34+00
100160,18-345833,2018/10/14 17:55:12+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.98829,-93.24238,-10379693.85,5619677.689,2,Marcy Holmes,2018/10/15 08:20:36+00
100161,18-345841,2018/10/14 18:05:53+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.94748334,-93.29575293,-10385635.71,5613257.599,5,CARAG,2018/10/15 08:20:34+00
100162,18-345864,2018/10/14 18:26:40+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.95779751,-93.24733141,-10380245.45,5614880.013,3,East Phillips,2018/10/15 08:20:37+00
100163,18-345872,2018/10/14 18:34:04+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Male,44.98098175,-93.23538811,-10378915.93,5618527.949,2,Marcy Holmes,2018/10/15 08:20:35+00
100164,18-345885,2018/10/14 18:44:47+00,Investigative,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.97319316,-93.21534813,-10376685.09,5617302.285,2,Prospect Park - East River Road,2018/10/15 08:20:37+00
100165,18-345905,2018/10/14 19:04:39+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,White,Unknown,Male,44.96179557,-93.27401585,-10383215.95,5615508.985,5,Whittier,2018/10/15 08:20:34+00
100166,18-345918,2018/10/14 19:23:27+00,,Suspicious Person (P),GOA-Gone on Arrival,,,,,,,44.94921546,-93.25249426,-10380820.18,5613530.04,3,East Phillips,2018/10/15 08:20:35+00
100167,18-345934,2018/10/14 19:42:43+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Female,44.97368,-93.283,-10384216.01,5617379.068,1,Loring Park,2018/10/15 08:20:36+00
100168,18-345937,2018/10/14 19:50:13+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Male,45.01316196,-93.25276672,-10380850.51,5623593.806,2,Holland,2018/10/15 08:20:37+00
100169,18-345940,2018/10/14 19:55:21+00,,Suspicious Person (P),SNT-Sent,,,,,,,44.94836,-93.29828,-10385917.23,5613395.984,5,ECCO,2018/10/15 08:20:36+00
100170,18-345941,2018/10/14 19:56:01+00,Investigative,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,44.97694447,-93.27819736,-10383681.43,5617892.595,1,Downtown West,2018/10/15 08:20:35+00
100171,18-345943,2018/10/14 19:57:11+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,Unknown,Unknown,Male,44.99148126,-93.22344595,-10377586.53,5620180.485,2,Mid - City Industrial,2018/10/15 08:20:35+00
100172,18-345945,2018/10/14 19:59:30+00,Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,NO,NO,White,White,Male,44.97635125,-93.2551409,-10381114.8,5617799.243,1,Downtown East,2018/10/15 08:20:35+00
100173,18-345964,2018/10/14 20:29:05+00,Investigative,Suspicious Person (P),RPT-Report,NO,NO,NO,Unknown,White,Female,44.94837171,-93.23514707,-10378889.1,5613397.327,3,Longfellow,2018/10/15 08:20:33+00
100174,18-345965,2018/10/14 20:29:12+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,45.04118167,-93.29144036,-10385155.64,5628007.03,4,Lind - Bohanon,2018/10/15 08:20:35+00
100175,18-345984,2018/10/14 20:54:10+00,Citizen / 9-1-1,Suspicious Vehicle (P),TRN-Transport,NO,YES,YES,Latino,Latino,Male,44.94835,-93.26903,-10382660.75,5613393.966,3,Central,2018/10/15 08:20:36+00
100176,18-345993,2018/10/14 21:06:30+00,Investigative,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.9991114,-93.28101713,-10383995.33,5621381.596,4,Near - North,2018/10/15 08:20:34+00
100177,18-345996,2018/10/14 21:08:15+00,Moving Violation,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2018/10/15 08:20:35+00
100178,18-346009,2018/10/14 21:21:39+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2018/10/15 08:20:37+00
100179,18-346016,2018/10/14 21:29:59+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2018/10/15 08:20:37+00
100180,18-346017,2018/10/14 21:31:09+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.95195,-93.27535,-10383364.3,5613959.911,5,Whittier,2018/10/15 08:20:36+00
100181,18-346024,2018/10/14 21:38:33+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Male,44.93412,-93.2524,-10380809.45,5611156.704,3,Bancroft,2018/10/15 08:20:36+00
100182,18-346027,2018/10/14 21:41:28+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.95912,-93.25363,-10380946.17,5615088.75,3,Ventura Village,2018/10/15 08:20:36+00
100183,18-346029,2018/10/14 21:45:22+00,,Suspicious Person (P),SNT-Sent,,,,,,,44.97802,-93.27703,-10383550.99,5618061.726,1,Downtown West,2018/10/15 08:20:36+00
100184,18-346032,2018/10/14 21:48:04+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Other,Female,44.92958552,-93.27792165,-10383650.74,5610442.97,5,King Field,2018/10/15 08:20:37+00
100185,18-346037,2018/10/14 21:57:46+00,Citizen / 9-1-1,Suspicious Person (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,45.01775998,-93.31207814,-10387453.02,5624317.865,4,Cleveland,2018/10/15 08:20:35+00
100186,18-346042,2018/10/14 22:05:50+00,Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Unknown,East African,Male,44.94920253,-93.28936422,-10384924.52,5613528.005,5,Lowry Hill East,2018/10/15 08:20:34+00
100187,18-346053,2018/10/14 22:09:23+00,Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,White,White,Male,44.9640825,-93.28635104,-10384589.1,5615868.782,5,Steven's Square - Loring Heights,2018/10/15 08:20:37+00
100188,18-346058,2018/10/14 22:15:33+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.97131,-93.26217,-10381896.97,5617005.631,1,Elliot Park,2018/10/15 08:20:36+00
100189,18-346069,2018/10/14 22:30:11+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Male,44.96268936,-93.27592097,-10383428.03,5615649.6,5,Steven's Square - Loring Heights,2018/10/15 08:20:35+00
100190,18-346070,2018/10/14 22:31:34+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Female,45.00307,-93.26309,-10381999.96,5622004.358,2,Sheridan,2018/10/15 08:20:36+00
100191,18-346071,2018/10/14 22:36:00+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.91520867,-93.26647687,-10382376.71,5608182.689,3,Field,2018/10/15 08:20:34+00
100192,18-346072,2018/10/14 22:36:54+00,Investigative,Attempt Pick-Up (P),UTL-Unable to Locate,NO,NO,NO,White,White,Male,44.96179557,-93.27401585,-10383215.95,5615508.985,5,Whittier,2018/10/15 08:20:37+00
100193,18-346076,2018/10/14 22:41:10+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,YES,Unknown,Unknown,Unknown,45.00024,-93.28494,-10384432.17,5621559.093,4,Hawthorne,2018/10/15 08:20:36+00
100194,18-346078,2018/10/14 22:43:50+00,,Suspicious Person (P),CNL-Cancel,,,,,,,44.96181212,-93.29308066,-10385338.23,5615511.588,5,Lowry Hill,2018/10/15 08:20:34+00
100195,18-346081,2018/10/14 22:46:16+00,Investigative,Suspicious Person (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,44.99605982,-93.31077125,-10387307.54,5620901.207,4,Willard - Hay,2018/10/15 08:20:35+00
100196,18-346091,2018/10/14 22:55:08+00,Citizen / 9-1-1,Suspicious Person (P),TRN-Transport,NO,YES,NO,Unknown,Black,Male,45.01230353,-93.22815905,-10378111.19,5623458.634,2,Windom Park,2018/10/15 08:20:33+00
100197,18-346097,2018/10/14 23:05:17+00,,Suspicious Vehicle (P),BKG-Booking,,,,,,,45.00149,-93.28494,-10384432.29,5621755.336,4,Hawthorne,2018/10/15 08:20:36+00
100198,18-346101,2018/10/14 23:13:23+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,44.96336265,-93.23298664,-10378648.6,5615755.527,3,Seward,2018/10/15 08:20:35+00
100199,18-346105,2018/10/14 23:17:27+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.97092,-93.22154,-10377374.9,5616945.347,2,Prospect Park - East River Road,2018/10/15 08:20:36+00
100200,18-346108,2018/10/14 23:21:49+00,Citizen / 9-1-1,Suspicious Vehicle (P),BKG-Booking,NO,YES,NO,Unknown,White,Male,44.97805958,-93.31598454,-10387887.88,5618068.078,4,Bryn - Mawr,2018/10/15 08:20:35+00
100201,18-346109,2018/10/14 23:23:44+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,East African,Male,44.97246694,-93.22261928,-10377494.51,5617188.011,2,Prospect Park - East River Road,2018/10/15 08:20:37+00
100202,18-346110,2018/10/14 23:24:09+00,Moving Violation,Suspicious Vehicle (P),BKG-Booking,YES,YES,YES,Unknown,East African,Male,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2018/10/15 08:20:37+00
100203,18-346113,2018/10/14 23:26:43+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.99911,-93.28184,-10384087.15,5621381.558,4,Hawthorne,2018/10/15 08:20:36+00
100204,18-346128,2018/10/14 23:54:25+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.98045,-93.27134,-10382918.12,5618444.431,1,Downtown West,2018/10/15 08:20:36+00
100205,18-346129,2018/10/14 23:54:52+00,Investigative,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Male,44.95007,-93.26774,-10382517.42,5613665.172,3,Phillips West,2018/10/15 08:20:36+00
100206,18-346131,2018/10/14 23:59:00+00,Citizen / 9-1-1,Suspicious Person (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Male,44.93497616,-93.29077991,-10385082.12,5611290.616,5,East Harriet,2018/10/15 08:20:34+00
100207,18-346132,2018/10/14 23:59:18+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.94837,-93.23,-10378316.34,5613397.464,3,Longfellow,2018/10/15 08:20:36+00
100208,18-346154,2018/10/15 00:25:37+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.95284398,-93.26389283,-10382089.06,5614100.788,3,Phillips West,2018/10/15 08:20:35+00
100209,18-346167,2018/10/15 00:54:57+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,YES,Unknown,Black,Female,44.98128,-93.27019,-10382789.85,5618575.011,1,Downtown West,2018/10/15 08:20:36+00
100210,18-346170,2018/10/15 01:00:02+00,Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,NO,NO,Black,Black,Male,44.94891146,-93.29367343,-10385404.22,5613482.224,5,Lowry Hill East,2018/10/15 08:20:35+00
100211,18-346184,2018/10/15 01:28:21+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,YES,YES,Unknown,Black,Male,45.01412291,-93.30444654,-10386603.48,5623745.123,4,Folwell,2018/10/15 08:20:34+00
100212,18-346198,2018/10/15 02:01:50+00,,Suspicious Vehicle (P),RPT-Report,,,,,,,44.96004631,-93.24429797,-10379907.77,5615233.786,3,Seward,2018/10/15 08:20:34+00
100213,18-346203,2018/10/15 02:10:49+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Black,Female,44.9350168,-93.23889311,-10379306.1,5611297.006,3,Standish,2018/10/15 08:20:34+00
100214,18-346214,2018/10/15 02:47:31+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,YES,Unknown,Unknown,Unknown,44.90448,-93.2127,-10376390.43,5606496.627,3,Morris Park,2018/10/15 08:20:36+00
100215,18-346215,2018/10/15 02:48:08+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.96269,-93.27781,-10383638.4,5615650.122,5,Steven's Square - Loring Heights,2018/10/15 08:20:36+00
100216,18-346221,2018/10/15 03:16:35+00,Citizen / 9-1-1,Suspicious Vehicle (P),AQT-All Quiet,NO,NO,NO,Unknown,Unknown,Unknown,44.94748334,-93.29575293,-10385635.71,5613257.599,5,CARAG,2018/10/15 08:20:34+00
100217,18-346236,2018/10/15 04:15:47+00,Citizen / 9-1-1,Suspicious Person (P),NOS-No Service,NO,NO,NO,Unknown,Unknown,Unknown,44.9483642,-93.29001302,-10384996.75,5613396.146,5,CARAG,2018/10/15 08:20:34+00
100218,18-346240,2018/10/15 04:28:52+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,45.01143,-93.30697,-10386883.86,5623320.806,4,Jordan,2018/10/15 08:20:36+00
